caracteres, tempo (ms), tamanho (kb)
10580, 185,57
10581, 181,57
10582, 180,57
10583, 183,57
10584, 176,57
10585, 186,57
10586, 184,57
10587, 180,57
10588, 181,57
10589, 183,57
10590, 182,57
10591, 183,57
10592, 181,57
10593, 184,57
10594, 186,57
10595, 181,57
10596, 181,57
10597, 184,57
10598, 184,57
10599, 183,57
10600, 179,57
10601, 181,57
10602, 189,57
10603, 184,57
10604, 182,57
10605, 190,57
10606, 181,57
10607, 183,57
10608, 186,57
10609, 186,57
10610, 182,57
10611, 181,57
10612, 182,57
10613, 187,57
10614, 183,57
10615, 183,57
10616, 184,57
10617, 188,57
10618, 184,57
10619, 188,57
10620, 183,57
10621, 188,57
10622, 185,57
10623, 187,57
10624, 191,57
10625, 193,57
10626, 187,57
10627, 185,57
10628, 184,57
10629, 189,57
10630, 213,57
10631, 185,57
10632, 196,57
10633, 186,57
10634, 189,57
10635, 187,57
10636, 185,57
10637, 188,57
10638, 184,57
10639, 186,57
10640, 193,57
10641, 189,57
10642, 192,57
10643, 186,57
10644, 185,57
10645, 191,57
10646, 184,57
10647, 184,57
10648, 188,57
10649, 187,57
10650, 196,57
10651, 184,57
10652, 194,57
10653, 194,57
10654, 190,57
10655, 185,57
10656, 191,57
10657, 186,57
10658, 189,57
10659, 185,57
10660, 187,57
10661, 189,57
10662, 184,57
10663, 186,57
10664, 190,57
10665, 188,57
10666, 190,57
10667, 187,57
10668, 186,57
10669, 189,57
10670, 186,57
10671, 188,57
10672, 189,57
10673, 189,57
10674, 189,57
10675, 185,57
10676, 187,57
10677, 192,57
10678, 187,57
10679, 189,57
10680, 190,57
10681, 189,57
10682, 195,57
10683, 190,57
10684, 189,57
10685, 197,57
10686, 189,57
10687, 187,57
10688, 193,57
10689, 190,57
10690, 199,57
10691, 187,57
10692, 198,57
10693, 197,57
10694, 193,57
10695, 196,57
10696, 190,57
10697, 190,57
10698, 185,57
10699, 181,57
10700, 182,57
10701, 189,57
10702, 180,57
10703, 181,57
10704, 178,57
10705, 181,57
10706, 185,57
10707, 178,57
10708, 179,57
10709, 183,57
10710, 183,57
10711, 183,57
10712, 185,57
10713, 181,57
10714, 189,57
10715, 184,57
10716, 183,57
10717, 185,57
10718, 183,57
10719, 183,57
10720, 181,57
10721, 183,57
10722, 193,57
10723, 183,57
10724, 182,57
10725, 186,57
10726, 185,57
10727, 190,57
10728, 198,57
10729, 188,57
10730, 181,57
10731, 188,57
10732, 188,57
10733, 184,57
10734, 184,57
10735, 192,57
10736, 186,57
10737, 183,57
10738, 191,57
10739, 189,57
10740, 187,57
10741, 188,57
10742, 193,57
10743, 194,57
10744, 191,57
10745, 221,57
10746, 187,57
10747, 190,57
10748, 187,57
10749, 188,57
10750, 184,57
10751, 188,57
10752, 186,57
10753, 192,57
10754, 188,57
10755, 186,57
10756, 188,57
10757, 187,57
10758, 184,57
10759, 186,57
10760, 191,57
10761, 191,57
10762, 185,57
10763, 189,57
10764, 190,57
10765, 193,57
10766, 182,57
10767, 186,57
10768, 188,57
10769, 185,57
10770, 190,57
10771, 186,57
10772, 189,57
10773, 190,57
10774, 190,57
10775, 190,57
10776, 189,57
10777, 187,57
10778, 189,57
10779, 189,57
10780, 190,57
10781, 192,57
10782, 189,57
10783, 188,57
10784, 189,57
10785, 189,57
10786, 190,57
10787, 187,57
10788, 187,57
10789, 190,57
10790, 192,57
10791, 188,57
10792, 192,57
10793, 186,57
10794, 192,57
10795, 187,57
10796, 203,57
10797, 190,57
10798, 192,57
10799, 190,57
10800, 188,57
10801, 187,57
10802, 191,57
10803, 190,57
10804, 188,57
10805, 192,57
10806, 187,57
10807, 192,57
10808, 191,57
10809, 186,57
10810, 194,57
10811, 191,57
10812, 188,57
10813, 189,57
10814, 191,57
10815, 190,57
10816, 190,57
10817, 191,57
10818, 195,57
10819, 197,57
10820, 190,57
10821, 190,57
10822, 192,57
10823, 193,57
10824, 194,57
10825, 193,57
10826, 194,57
10827, 195,57
10828, 199,57
10829, 190,57
10830, 195,57
10831, 192,57
10832, 190,57
10833, 194,57
10834, 187,57
10835, 181,57
10836, 185,57
10837, 182,57
10838, 184,57
10839, 188,57
10840, 179,57
10841, 182,57
10842, 188,57
10843, 180,57
10844, 187,57
10845, 180,57
10846, 187,57
10847, 183,57
10848, 182,57
10849, 183,57
10850, 184,57
10851, 183,57
10852, 182,57
10853, 190,57
10854, 183,57
10855, 185,57
10856, 180,57
10857, 184,57
10858, 183,57
10859, 190,57
10860, 192,57
10861, 185,57
10862, 191,57
10863, 186,57
10864, 187,57
10865, 183,57
10866, 183,57
10867, 188,57
10868, 185,57
10869, 182,57
10870, 188,57
10871, 188,57
10872, 187,57
10873, 209,57
10874, 202,57
10875, 185,57
10876, 183,57
10877, 192,57
10878, 189,57
10879, 195,57
10880, 193,57
10881, 182,57
10882, 191,57
10883, 188,57
10884, 189,57
10885, 190,57
10886, 187,57
10887, 190,57
10888, 188,57
10889, 187,57
10890, 189,57
10891, 188,57
10892, 192,57
10893, 193,57
10894, 189,57
10895, 192,57
10896, 185,57
10897, 191,57
10898, 189,57
10899, 191,57
10900, 190,57
10901, 190,57
10902, 187,57
10903, 194,57
10904, 184,57
10905, 188,57
10906, 191,57
10907, 186,57
10908, 190,57
10909, 191,57
10910, 192,57
10911, 193,57
10912, 188,57
10913, 185,57
10914, 192,57
10915, 191,57
10916, 188,57
10917, 191,57
10918, 195,57
10919, 191,57
10920, 185,57
10921, 193,57
10922, 194,57
10923, 192,57
10924, 188,57
10925, 187,57
10926, 191,57
10927, 192,57
10928, 189,57
10929, 192,57
10930, 192,57
10931, 193,57
10932, 191,57
10933, 191,57
10934, 193,57
10935, 188,57
10936, 189,57
10937, 193,57
10938, 192,57
10939, 189,57
10940, 193,57
10941, 189,57
10942, 195,57
10943, 191,57
10944, 196,57
10945, 203,57
10946, 198,57
10947, 188,57
10948, 201,57
10949, 188,57
10950, 203,57
10951, 194,57
10952, 198,57
10953, 193,57
10954, 191,57
10955, 195,57
10956, 193,57
10957, 196,57
10958, 196,57
10959, 194,57
10960, 197,57
10961, 196,57
10962, 194,57
10963, 198,57
10964, 195,57
10965, 196,57
10966, 195,57
10967, 196,57
10968, 196,57
10969, 195,57
10970, 200,57
10971, 198,57
10972, 191,57
10973, 195,57
10974, 193,57
10975, 193,57
10976, 183,57
10977, 183,57
10978, 187,57
10979, 182,57
10980, 188,57
10981, 185,57
10982, 180,57
10983, 183,57
10984, 187,57
10985, 183,57
10986, 185,57
10987, 192,57
10988, 183,57
10989, 183,57
10990, 185,57
10991, 218,57
10992, 198,57
10993, 187,57
10994, 189,57
10995, 185,57
10996, 186,57
10997, 190,57
10998, 188,57
10999, 184,57
11000, 185,57
11001, 185,57
11002, 190,57
11003, 189,57
11004, 183,57
11005, 194,57
11006, 183,57
11007, 190,57
11008, 190,57
11009, 186,57
11010, 183,57
11011, 194,57
11012, 189,57
11013, 193,57
11014, 186,57
11015, 194,57
11016, 192,57
11017, 186,57
11018, 191,57
11019, 191,57
11020, 188,57
11021, 191,57
11022, 187,57
11023, 184,57
11024, 191,57
11025, 190,57
11026, 191,57
11027, 187,57
11028, 189,57
11029, 192,57
11030, 188,57
11031, 189,57
11032, 190,57
11033, 194,57
11034, 188,57
11035, 189,57
11036, 190,57
11037, 192,57
11038, 189,57
11039, 198,57
11040, 191,57
11041, 190,57
11042, 197,57
11043, 188,57
11044, 190,57
11045, 189,57
11046, 189,57
11047, 186,57
11048, 189,57
11049, 189,57
11050, 191,57
11051, 194,57
11052, 195,57
11053, 192,57
11054, 195,57
11055, 190,57
11056, 194,57
11057, 190,57
11058, 194,57
11059, 189,57
11060, 195,57
11061, 194,57
11062, 192,57
11063, 190,57
11064, 194,57
11065, 192,57
11066, 200,57
11067, 195,57
11068, 191,57
11069, 197,57
11070, 192,57
11071, 197,57
11072, 193,57
11073, 192,57
11074, 199,57
11075, 190,57
11076, 201,57
11077, 192,57
11078, 200,57
11079, 196,57
11080, 193,57
11081, 198,57
11082, 195,57
11083, 194,57
11084, 195,57
11085, 196,57
11086, 204,57
11087, 190,57
11088, 196,57
11089, 195,57
11090, 193,57
11091, 192,57
11092, 199,57
11093, 197,57
11094, 193,57
11095, 190,57
11096, 191,57
11097, 196,57
11098, 198,57
11099, 196,57
11100, 194,57
11101, 195,57
11102, 199,57
11103, 204,57
11104, 196,57
11105, 193,57
11106, 233,57
11107, 195,57
11108, 192,57
11109, 197,57
11110, 197,57
11111, 195,57
11112, 198,57
11113, 194,57
11114, 196,57
11115, 195,57
11116, 197,57
11117, 200,57
11118, 197,57
11119, 199,57
11120, 185,57
11121, 187,57
11122, 189,57
11123, 187,57
11124, 186,57
11125, 188,57
11126, 186,57
11127, 190,57
11128, 188,57
11129, 187,57
11130, 191,57
11131, 187,57
11132, 190,57
11133, 186,57
11134, 188,57
11135, 197,57
11136, 189,57
11137, 189,57
11138, 190,57
11139, 191,57
11140, 198,57
11141, 194,57
11142, 185,57
11143, 192,57
11144, 185,57
11145, 187,57
11146, 194,57
11147, 187,57
11148, 187,57
11149, 188,57
11150, 188,57
11151, 192,57
11152, 193,57
11153, 188,57
11154, 187,57
11155, 187,57
11156, 194,57
11157, 191,57
11158, 193,57
11159, 192,57
11160, 186,57
11161, 187,57
11162, 192,57
11163, 190,57
11164, 194,57
11165, 188,57
11166, 185,57
11167, 192,57
11168, 191,57
11169, 189,57
11170, 192,57
11171, 188,57
11172, 191,57
11173, 191,57
11174, 194,57
11175, 193,57
11176, 188,57
11177, 190,57
11178, 195,57
11179, 200,57
11180, 191,57
11181, 188,57
11182, 194,57
11183, 190,57
11184, 189,57
11185, 197,57
11186, 195,57
11187, 193,57
11188, 197,57
11189, 193,57
11190, 190,57
11191, 189,57
11192, 191,57
11193, 200,57
11194, 188,57
11195, 195,57
11196, 200,57
11197, 190,57
11198, 192,57
11199, 193,57
11200, 190,57
11201, 192,57
11202, 193,57
11203, 192,57
11204, 192,57
11205, 191,57
11206, 199,57
11207, 193,57
11208, 195,57
11209, 195,57
11210, 192,57
11211, 200,57
11212, 194,57
11213, 194,57
11214, 194,57
11215, 192,57
11216, 197,57
11217, 195,57
11218, 196,57
11219, 197,57
11220, 193,57
11221, 197,57
11222, 200,57
11223, 196,57
11224, 197,57
11225, 191,57
11226, 194,57
11227, 198,57
11228, 197,57
11229, 197,57
11230, 196,57
11231, 199,57
11232, 198,57
11233, 197,57
11234, 198,57
11235, 193,57
11236, 193,57
11237, 198,57
11238, 195,57
11239, 196,57
11240, 193,57
11241, 198,57
11242, 201,57
11243, 192,57
11244, 199,57
11245, 195,57
11246, 195,57
11247, 207,57
11248, 195,57
11249, 193,57
11250, 204,57
11251, 198,57
11252, 200,57
11253, 195,57
11254, 198,57
11255, 202,57
11256, 200,57
11257, 198,57
11258, 195,57
11259, 225,57
11260, 217,57
11261, 201,57
11262, 201,57
11263, 199,57
11264, 200,57
11265, 205,57
11266, 198,57
11267, 202,57
11268, 197,57
11269, 185,57
11270, 190,57
11271, 191,57
11272, 194,57
11273, 197,57
11274, 191,57
11275, 191,57
11276, 188,57
11277, 190,57
11278, 194,57
11279, 188,57
11280, 192,57
11281, 191,57
11282, 192,57
11283, 189,57
11284, 192,57
11285, 196,57
11286, 188,57
11287, 192,57
11288, 191,57
11289, 196,57
11290, 189,57
11291, 192,57
11292, 195,57
11293, 193,57
11294, 191,57
11295, 196,57
11296, 195,57
11297, 189,57
11298, 197,57
11299, 189,57
11300, 193,57
11301, 192,57
11302, 220,57
11303, 193,57
11304, 187,57
11305, 220,57
11306, 202,57
11307, 193,57
11308, 194,57
11309, 189,57
11310, 194,57
11311, 193,57
11312, 191,57
11313, 189,57
11314, 194,57
11315, 192,57
11316, 197,57
11317, 195,57
11318, 192,57
11319, 193,57
11320, 191,57
11321, 191,57
11322, 196,57
11323, 193,57
11324, 202,57
11325, 209,57
11326, 194,57
11327, 197,57
11328, 193,57
11329, 200,57
11330, 195,57
11331, 193,57
11332, 194,57
11333, 191,57
11334, 197,57
11335, 195,57
11336, 197,57
11337, 236,57
11338, 196,57
11339, 198,57
11340, 195,57
11341, 192,57
11342, 203,57
11343, 204,57
11344, 201,57
11345, 194,57
11346, 194,57
11347, 197,57
11348, 193,57
11349, 195,57
11350, 194,57
11351, 199,57
11352, 203,57
11353, 203,57
11354, 198,57
11355, 198,57
11356, 201,57
11357, 200,57
11358, 198,57
11359, 198,57
11360, 197,57
11361, 196,57
11362, 197,57
11363, 200,57
11364, 198,57
11365, 193,57
11366, 196,57
11367, 200,57
11368, 192,57
11369, 200,57
11370, 200,57
11371, 198,57
11372, 203,57
11373, 197,57
11374, 198,57
11375, 195,57
11376, 195,57
11377, 200,57
11378, 195,57
11379, 200,57
11380, 218,57
11381, 214,57
11382, 204,57
11383, 195,57
11384, 203,57
11385, 203,57
11386, 214,57
11387, 199,57
11388, 196,57
11389, 206,57
11390, 209,57
11391, 206,57
11392, 214,57
11393, 225,57
11394, 218,57
11395, 215,57
11396, 223,57
11397, 211,57
11398, 208,57
11399, 205,57
11400, 201,57
11401, 204,57
11402, 271,57
11403, 251,57
11404, 244,57
11405, 223,57
11406, 226,57
11407, 212,57
11408, 236,57
11409, 204,57
11410, 204,57
11411, 209,57
11412, 205,57
11413, 204,57
11414, 207,57
11415, 211,57
11416, 205,57
11417, 213,57
11418, 211,57
11419, 233,57
11420, 233,57
11421, 212,57
11422, 200,57
11423, 191,57
11424, 195,57
11425, 196,57
11426, 195,57
11427, 194,57
11428, 191,57
11429, 201,57
11430, 226,57
11431, 196,57
11432, 207,57
11433, 193,57
11434, 200,57
11435, 202,57
11436, 192,57
11437, 203,57
11438, 197,57
11439, 227,57
11440, 200,57
11441, 194,57
11442, 202,57
11443, 209,57
11444, 230,57
11445, 261,57
11446, 244,57
11447, 217,57
11448, 211,57
11449, 205,57
11450, 199,57
11451, 206,57
11452, 207,57
11453, 207,57
11454, 203,57
11455, 210,57
11456, 206,57
11457, 193,57
11458, 201,57
11459, 205,57
11460, 218,57
11461, 219,57
11462, 202,57
11463, 197,57
11464, 194,57
11465, 199,57
11466, 197,57
11467, 192,57
11468, 196,57
11469, 196,57
11470, 192,57
11471, 193,57
11472, 191,57
11473, 197,57
11474, 192,57
11475, 198,57
11476, 200,57
11477, 191,57
11478, 195,57
11479, 191,57
11480, 196,57
11481, 196,57
11482, 195,57
11483, 196,57
11484, 197,57
11485, 197,57
11486, 199,57
11487, 203,57
11488, 212,57
11489, 224,57
11490, 205,57
11491, 210,57
11492, 202,57
11493, 212,57
11494, 197,57
11495, 204,57
11496, 211,57
11497, 214,57
11498, 216,57
11499, 208,57
11500, 206,57
11501, 202,57
11502, 213,57
11503, 214,57
11504, 206,57
11505, 216,57
11506, 216,57
11507, 204,57
11508, 199,57
11509, 196,57
11510, 205,57
11511, 197,57
11512, 199,57
11513, 214,57
11514, 220,57
11515, 217,57
11516, 212,57
11517, 212,57
11518, 209,57
11519, 198,57
11520, 201,57
11521, 202,57
11522, 200,57
11523, 194,57
11524, 199,57
11525, 207,57
11526, 201,57
11527, 210,57
11528, 213,57
11529, 225,57
11530, 217,57
11531, 215,57
11532, 226,57
11533, 208,57
11534, 202,57
11535, 200,57
11536, 214,57
11537, 205,57
11538, 212,57
11539, 227,57
11540, 213,57
11541, 208,57
11542, 199,57
11543, 220,57
11544, 203,57
11545, 200,57
11546, 201,57
11547, 199,57
11548, 198,57
11549, 205,57
11550, 199,57
11551, 201,57
11552, 197,57
11553, 202,57
11554, 202,57
11555, 200,57
11556, 208,57
11557, 198,57
11558, 203,57
11559, 202,57
11560, 199,57
11561, 206,57
11562, 200,57
11563, 207,57
11564, 205,57
11565, 202,57
11566, 205,57
11567, 200,57
11568, 205,57
11569, 245,57
11570, 210,57
11571, 209,57
11572, 206,57
11573, 213,57
11574, 202,57
11575, 212,57
11576, 209,57
11577, 197,57
11578, 194,57
11579, 196,57
11580, 195,57
11581, 208,57
11582, 205,57
11583, 200,57
11584, 197,57
11585, 190,57
11586, 196,57
11587, 191,57
11588, 197,57
11589, 195,57
11590, 230,57
11591, 201,57
11592, 194,57
11593, 220,57
11594, 204,57
11595, 210,57
11596, 206,57
11597, 199,57
11598, 199,57
11599, 197,57
11600, 194,57
11601, 201,57
11602, 193,57
11603, 195,57
11604, 194,57
11605, 192,57
11606, 199,57
11607, 191,57
11608, 194,57
11609, 220,57
11610, 210,57
11611, 198,57
11612, 214,57
11613, 202,57
11614, 194,57
11615, 195,57
11616, 194,57
11617, 199,57
11618, 196,57
11619, 199,57
11620, 198,57
11621, 202,57
11622, 212,57
11623, 219,57
11624, 220,57
11625, 197,57
11626, 202,57
11627, 208,57
11628, 214,57
11629, 211,57
11630, 212,57
11631, 221,57
11632, 199,57
11633, 204,57
11634, 208,57
11635, 204,57
11636, 205,57
11637, 206,57
11638, 209,57
11639, 203,57
11640, 193,57
11641, 197,57
11642, 195,57
11643, 214,57
11644, 207,57
11645, 213,57
11646, 208,57
11647, 201,57
11648, 211,57
11649, 196,57
11650, 211,57
11651, 214,57
11652, 196,57
11653, 208,57
11654, 201,57
11655, 201,57
11656, 211,57
11657, 200,57
11658, 204,57
11659, 199,57
11660, 203,57
11661, 207,57
11662, 199,57
11663, 218,57
11664, 203,57
11665, 206,57
11666, 205,57
11667, 197,57
11668, 201,57
11669, 196,57
11670, 200,57
11671, 199,57
11672, 202,57
11673, 209,57
11674, 199,57
11675, 201,57
11676, 197,57
11677, 204,57
11678, 209,57
11679, 206,57
11680, 212,57
11681, 204,57
11682, 200,57
11683, 209,57
11684, 204,57
11685, 208,57
11686, 198,57
11687, 208,57
11688, 207,57
11689, 204,57
11690, 208,57
11691, 202,57
11692, 207,57
11693, 202,57
11694, 204,57
11695, 204,57
11696, 204,57
11697, 209,57
11698, 214,57
11699, 207,57
11700, 205,57
11701, 211,57
11702, 208,57
11703, 207,57
11704, 205,57
11705, 206,57
11706, 202,57
11707, 206,57
11708, 206,57
11709, 209,57
11710, 207,57
11711, 203,57
11712, 204,57
11713, 200,57
11714, 206,57
11715, 247,57
11716, 211,57
11717, 201,57
11718, 199,57
11719, 207,57
11720, 204,57
11721, 206,57
11722, 204,57
11723, 206,57
11724, 208,57
11725, 237,57
11726, 259,57
11727, 221,57
11728, 203,57
11729, 202,57
11730, 206,57
11731, 219,57
11732, 207,57
11733, 203,57
11734, 206,57
11735, 211,57
11736, 229,57
11737, 237,57
11738, 210,57
11739, 204,57
11740, 193,57
11741, 197,57
11742, 195,57
11743, 191,57
11744, 210,57
11745, 238,57
11746, 219,57
11747, 198,57
11748, 196,57
11749, 205,57
11750, 197,57
11751, 214,57
11752, 202,57
11753, 201,57
11754, 200,57
11755, 199,57
11756, 214,57
11757, 195,57
11758, 201,57
11759, 226,57
11760, 211,57
11761, 196,57
11762, 197,57
11763, 196,57
11764, 202,57
11765, 198,57
11766, 195,57
11767, 195,57
11768, 206,57
11769, 198,57
11770, 201,57
11771, 197,57
11772, 196,57
11773, 208,57
11774, 201,57
11775, 199,57
11776, 201,57
11777, 204,57
11778, 198,57
11779, 202,57
11780, 208,57
11781, 198,57
11782, 203,57
11783, 200,57
11784, 201,57
11785, 202,57
11786, 199,57
11787, 205,57
11788, 198,57
11789, 205,57
11790, 202,57
11791, 200,57
11792, 199,57
11793, 199,57
11794, 205,57
11795, 203,57
11796, 195,57
11797, 206,57
11798, 205,57
11799, 201,57
11800, 199,57
11801, 207,57
11802, 207,57
11803, 202,57
11804, 201,57
11805, 200,57
11806, 235,57
11807, 204,57
11808, 197,57
11809, 201,57
11810, 199,57
11811, 206,57
11812, 203,57
11813, 201,57
11814, 205,57
11815, 200,57
11816, 200,57
11817, 212,57
11818, 203,57
11819, 202,57
11820, 205,57
11821, 211,57
11822, 202,57
11823, 199,57
11824, 211,57
11825, 204,57
11826, 211,57
11827, 205,57
11828, 204,57
11829, 202,57
11830, 206,57
11831, 207,57
11832, 203,57
11833, 202,57
11834, 201,57
11835, 204,57
11836, 205,57
11837, 200,57
11838, 211,57
11839, 216,57
11840, 245,57
11841, 242,57
11842, 240,57
11843, 259,57
11844, 248,57
11845, 252,57
11846, 253,57
11847, 258,57
11848, 246,57
11849, 256,57
11850, 251,57
11851, 247,57
11852, 248,57
11853, 254,57
11854, 251,57
11855, 238,57
11856, 238,57
11857, 244,57
11858, 253,57
11859, 262,57
11860, 260,57
11861, 258,57
11862, 254,57
11863, 253,57
11864, 222,57
11865, 242,57
11866, 234,57
11867, 249,57
11868, 241,57
11869, 257,57
11870, 256,57
11871, 263,57
11872, 260,57
11873, 256,57
11874, 239,57
11875, 256,57
11876, 248,57
11877, 255,57
11878, 228,57
11879, 224,57
11880, 212,57
11881, 209,57
11882, 209,57
11883, 210,57
11884, 220,57
11885, 246,57
11886, 234,57
11887, 212,57
11888, 221,57
11889, 214,57
11890, 216,57
11891, 211,57
11892, 221,57
11893, 215,57
11894, 212,57
11895, 218,57
11896, 211,57
11897, 214,57
11898, 218,57
11899, 215,57
11900, 214,57
11901, 211,57
11902, 217,57
11903, 220,57
11904, 200,57
11905, 198,57
11906, 200,57
11907, 204,57
11908, 203,57
11909, 203,57
11910, 202,57
11911, 213,57
11912, 201,57
11913, 195,57
11914, 198,57
11915, 200,57
11916, 203,57
11917, 202,57
11918, 199,57
11919, 198,57
11920, 201,57
11921, 199,57
11922, 205,57
11923, 201,57
11924, 205,57
11925, 202,57
11926, 207,57
11927, 218,57
11928, 206,57
11929, 208,57
11930, 199,57
11931, 198,57
11932, 457,57
11933, 216,57
11934, 201,57
11935, 205,57
11936, 201,57
11937, 200,57
11938, 203,57
11939, 201,57
11940, 203,57
11941, 201,57
11942, 202,57
11943, 207,57
11944, 203,57
11945, 207,57
11946, 205,57
11947, 212,57
11948, 204,57
11949, 204,57
11950, 210,57
11951, 205,57
11952, 205,57
11953, 203,57
11954, 201,57
11955, 207,57
11956, 204,57
11957, 200,57
11958, 202,57
11959, 202,57
11960, 204,57
11961, 200,57
11962, 201,57
11963, 202,57
11964, 200,57
11965, 211,57
11966, 208,57
11967, 213,57
11968, 206,57
11969, 208,57
11970, 211,57
11971, 206,57
11972, 211,57
11973, 207,57
11974, 208,57
11975, 202,57
11976, 205,57
11977, 205,57
11978, 204,57
11979, 205,57
11980, 203,57
11981, 203,57
11982, 204,57
11983, 200,57
11984, 207,57
11985, 204,57
11986, 204,57
11987, 203,57
11988, 206,57
11989, 203,57
11990, 201,57
11991, 209,57
11992, 202,57
11993, 204,57
11994, 205,57
11995, 206,57
11996, 207,57
11997, 211,57
11998, 206,57
11999, 212,57
12000, 205,57
