caracteres, tempo (ms), tamanho (kb)
3592, 86,58
3593, 92,58
3594, 88,58
3595, 89,58
3596, 88,58
3597, 87,58
3598, 89,58
3599, 95,58
3600, 88,59
3601, 80,58
3602, 82,59
3603, 83,58
3604, 83,58
3605, 84,58
3606, 85,58
3607, 89,58
3608, 84,58
3609, 90,58
3610, 80,58
3611, 81,58
3612, 88,58
3613, 103,58
3614, 86,58
3615, 82,58
3616, 85,58
3617, 82,58
3618, 85,58
3619, 98,58
3620, 106,58
3621, 94,59
3622, 84,58
3623, 91,58
3624, 96,58
3625, 94,58
3626, 85,58
3627, 85,58
3628, 83,58
3629, 91,58
3630, 94,58
3631, 95,58
3632, 84,58
3633, 82,58
3634, 82,58
3635, 84,58
3636, 87,58
3637, 89,58
3638, 85,58
3639, 85,58
3640, 102,58
3641, 93,58
3642, 87,58
3643, 86,58
3644, 82,58
3645, 92,58
3646, 83,58
3647, 83,58
3648, 84,58
3649, 83,58
3650, 86,58
3651, 86,58
3652, 81,58
3653, 91,58
3654, 90,58
3655, 85,58
3656, 85,58
3657, 81,58
3658, 88,58
3659, 91,58
3660, 93,58
3661, 87,58
3662, 91,58
3663, 87,58
3664, 93,58
3665, 95,58
3666, 95,58
3667, 92,58
3668, 115,58
3669, 91,58
3670, 90,58
3671, 97,58
3672, 89,58
3673, 88,58
3674, 87,58
3675, 85,58
3676, 88,58
3677, 86,58
3678, 84,58
3679, 89,58
3680, 85,59
3681, 84,58
3682, 86,58
3683, 90,58
3684, 85,58
3685, 82,58
3686, 88,58
3687, 90,58
3688, 87,58
3689, 82,58
3690, 81,58
3691, 84,58
3692, 82,58
3693, 82,58
3694, 85,58
3695, 82,58
3696, 86,58
3697, 82,58
3698, 83,58
3699, 85,58
3700, 93,58
3701, 86,58
3702, 85,58
3703, 85,58
3704, 88,58
3705, 93,58
3706, 96,58
3707, 86,58
3708, 84,58
3709, 84,58
3710, 84,58
3711, 86,58
3712, 86,58
3713, 93,58
3714, 98,58
3715, 99,58
3716, 89,58
3717, 86,58
3718, 87,58
3719, 84,58
3720, 95,58
3721, 131,58
3722, 115,58
3723, 99,58
3724, 96,58
3725, 128,58
3726, 111,58
3727, 85,58
3728, 84,58
3729, 86,58
3730, 84,58
3731, 86,58
3732, 93,58
3733, 93,58
3734, 87,58
3735, 92,58
3736, 91,58
3737, 85,58
3738, 88,58
3739, 89,58
3740, 85,58
3741, 85,58
3742, 84,58
3743, 85,58
3744, 86,58
3745, 84,58
3746, 83,58
3747, 84,58
3748, 87,58
3749, 100,58
3750, 127,58
3751, 91,58
3752, 86,58
3753, 89,58
3754, 87,58
3755, 85,58
3756, 85,58
3757, 97,58
3758, 83,58
3759, 83,58
3760, 87,58
3761, 93,58
3762, 91,58
3763, 120,58
3764, 94,58
3765, 115,58
3766, 100,58
3767, 106,58
3768, 94,58
3769, 88,58
3770, 94,58
3771, 88,58
3772, 88,58
3773, 90,58
3774, 90,58
3775, 89,58
3776, 91,58
3777, 85,58
3778, 85,58
3779, 87,58
3780, 85,58
3781, 88,58
3782, 89,58
3783, 86,58
3784, 88,58
3785, 93,58
3786, 88,58
3787, 93,58
3788, 88,58
3789, 91,58
3790, 93,58
3791, 94,58
3792, 90,58
3793, 92,58
3794, 88,58
3795, 85,58
3796, 91,58
3797, 85,58
3798, 85,58
3799, 87,58
3800, 84,58
3801, 87,58
3802, 84,58
3803, 88,58
3804, 93,58
3805, 91,58
3806, 90,58
3807, 93,58
3808, 142,58
3809, 97,58
3810, 88,58
3811, 90,58
3812, 90,58
3813, 90,58
3814, 89,58
3815, 88,58
3816, 87,58
3817, 85,58
3818, 86,58
3819, 94,58
3820, 88,58
3821, 88,58
3822, 102,58
3823, 101,58
3824, 83,58
3825, 88,58
3826, 85,58
3827, 83,58
3828, 83,58
3829, 84,58
3830, 83,58
3831, 84,58
3832, 89,58
3833, 86,58
3834, 90,58
3835, 95,58
3836, 94,58
3837, 98,58
3838, 103,58
3839, 90,58
3840, 95,58
3841, 95,58
3842, 96,58
3843, 91,58
3844, 88,58
3845, 84,58
3846, 87,58
3847, 84,58
3848, 88,58
3849, 87,58
3850, 89,58
3851, 90,58
3852, 91,58
3853, 87,58
3854, 92,58
3855, 90,58
3856, 91,58
3857, 85,58
3858, 85,58
3859, 84,58
3860, 88,58
3861, 86,58
3862, 85,58
3863, 85,58
3864, 91,58
3865, 87,58
3866, 86,58
3867, 87,58
3868, 85,58
3869, 86,58
3870, 96,58
3871, 92,58
3872, 85,58
3873, 85,58
3874, 86,58
3875, 98,58
3876, 89,58
3877, 93,58
3878, 89,58
3879, 84,58
3880, 84,58
3881, 88,58
3882, 85,58
3883, 88,58
3884, 85,58
3885, 85,58
3886, 86,58
3887, 85,58
3888, 86,58
3889, 88,58
3890, 86,58
3891, 90,58
3892, 86,58
3893, 88,58
3894, 88,58
3895, 84,58
3896, 88,58
3897, 90,58
3898, 85,58
3899, 85,58
3900, 93,58
3901, 89,58
3902, 87,58
3903, 86,58
3904, 88,58
3905, 96,58
3906, 87,58
3907, 86,58
3908, 88,58
3909, 87,58
3910, 88,58
3911, 86,58
3912, 86,58
3913, 84,58
3914, 85,58
3915, 91,58
3916, 88,58
3917, 87,58
3918, 86,58
3919, 85,58
3920, 86,58
3921, 91,58
3922, 89,58
3923, 88,58
3924, 86,58
3925, 85,58
3926, 89,58
3927, 99,58
3928, 91,58
3929, 85,58
3930, 85,58
3931, 84,58
3932, 85,58
3933, 86,58
3934, 86,58
3935, 88,58
3936, 88,58
3937, 85,58
3938, 85,58
3939, 86,58
3940, 91,58
3941, 88,58
3942, 88,58
3943, 87,58
3944, 89,58
3945, 90,58
3946, 90,58
3947, 84,58
3948, 83,58
3949, 84,58
3950, 94,58
3951, 88,58
3952, 98,58
3953, 89,58
3954, 85,58
3955, 85,58
3956, 87,58
3957, 89,58
3958, 86,58
3959, 86,58
3960, 87,58
3961, 87,58
3962, 87,58
3963, 91,58
3964, 88,58
3965, 87,58
3966, 84,58
3967, 85,58
3968, 85,58
3969, 86,58
3970, 93,58
3971, 87,58
3972, 85,58
3973, 87,58
3974, 110,58
3975, 93,58
3976, 90,58
3977, 90,58
3978, 86,58
3979, 89,58
3980, 91,58
3981, 89,58
3982, 87,58
3983, 87,58
3984, 89,58
3985, 91,58
3986, 86,58
3987, 87,58
3988, 86,58
3989, 87,58
3990, 88,58
3991, 92,58
3992, 87,58
3993, 86,58
3994, 87,58
3995, 89,58
3996, 87,58
3997, 92,58
3998, 92,58
3999, 90,58
4000, 88,58
4001, 88,58
4002, 90,58
4003, 89,58
4004, 86,58
4005, 86,58
4006, 94,58
4007, 87,58
4008, 89,58
4009, 87,58
4010, 86,58
4011, 89,58
4012, 91,58
4013, 87,58
4014, 90,58
4015, 87,58
4016, 90,58
4017, 90,58
4018, 90,58
4019, 91,58
4020, 92,58
4021, 87,58
4022, 90,58
4023, 88,58
4024, 86,58
4025, 94,58
4026, 87,58
4027, 87,58
4028, 86,58
4029, 85,58
4030, 87,58
4031, 94,58
4032, 90,58
4033, 87,58
4034, 88,58
4035, 88,58
4036, 92,58
4037, 90,58
4038, 89,58
4039, 89,58
4040, 89,58
4041, 89,58
4042, 92,58
4043, 87,58
4044, 86,58
4045, 88,58
4046, 86,58
4047, 87,58
4048, 90,58
4049, 89,58
4050, 89,58
4051, 90,58
4052, 90,58
4053, 89,58
4054, 89,58
4055, 89,58
4056, 88,58
4057, 89,58
4058, 93,58
4059, 92,58
4060, 89,58
4061, 86,58
4062, 85,58
4063, 90,58
4064, 87,58
4065, 89,58
4066, 87,58
4067, 89,58
4068, 88,58
4069, 95,58
4070, 92,58
4071, 87,58
4072, 88,58
4073, 87,58
4074, 87,58
4075, 90,58
4076, 92,58
4077, 89,58
4078, 91,58
4079, 91,58
4080, 90,58
4081, 91,58
4082, 87,58
4083, 88,58
4084, 87,58
4085, 87,58
4086, 89,58
4087, 90,58
4088, 88,58
4089, 94,58
4090, 87,58
4091, 88,58
4092, 91,58
4093, 95,58
4094, 88,58
4095, 100,58
4096, 93,58
4097, 93,58
4098, 98,58
4099, 90,58
4100, 90,58
4101, 87,58
4102, 87,58
4103, 87,58
4104, 90,58
4105, 87,58
4106, 87,58
4107, 90,58
4108, 87,58
4109, 90,58
4110, 89,58
4111, 88,58
4112, 93,58
4113, 90,58
4114, 95,58
4115, 93,58
4116, 92,58
4117, 90,58
4118, 90,58
4119, 93,58
4120, 93,58
4121, 87,58
4122, 91,58
4123, 88,58
4124, 88,58
4125, 90,58
4126, 92,58
4127, 93,58
4128, 89,58
4129, 89,58
4130, 88,58
4131, 92,58
4132, 90,58
4133, 89,58
4134, 93,58
4135, 91,58
4136, 93,58
4137, 92,58
4138, 91,58
4139, 90,58
4140, 93,58
4141, 90,58
4142, 91,58
4143, 87,58
4144, 97,58
4145, 94,58
4146, 89,58
4147, 88,58
4148, 92,58
4149, 92,58
4150, 95,58
4151, 89,58
4152, 89,58
4153, 91,58
4154, 93,58
4155, 91,58
4156, 96,58
4157, 91,58
4158, 91,58
4159, 93,58
4160, 91,58
4161, 91,58
4162, 105,58
4163, 93,58
4164, 93,58
4165, 91,58
4166, 89,58
4167, 87,58
4168, 94,58
4169, 89,58
4170, 91,58
4171, 89,58
4172, 89,58
4173, 92,58
4174, 93,58
4175, 99,58
4176, 90,58
4177, 90,58
4178, 90,58
4179, 92,58
4180, 92,58
4181, 93,58
4182, 89,58
4183, 87,58
4184, 88,58
4185, 90,58
4186, 91,58
4187, 89,58
4188, 91,58
4189, 94,58
4190, 89,58
4191, 91,58
4192, 95,58
4193, 91,58
4194, 96,58
4195, 96,58
4196, 91,58
4197, 92,58
4198, 93,58
4199, 92,58
4200, 91,58
4201, 93,58
4202, 93,58
4203, 91,58
4204, 89,58
4205, 89,58
4206, 90,58
4207, 90,58
4208, 91,58
4209, 93,58
4210, 89,58
4211, 95,58
4212, 90,58
4213, 91,58
4214, 92,58
4215, 89,58
4216, 90,58
4217, 93,58
4218, 93,58
4219, 93,58
4220, 99,58
4221, 92,58
4222, 92,58
4223, 92,58
4224, 95,58
4225, 91,58
4226, 89,58
4227, 90,58
4228, 90,58
4229, 89,58
4230, 96,58
4231, 90,58
4232, 91,58
4233, 90,58
4234, 92,58
4235, 92,58
4236, 93,58
4237, 96,58
4238, 98,58
4239, 92,58
4240, 96,58
4241, 95,58
4242, 97,58
4243, 99,58
4244, 92,58
4245, 98,58
4246, 94,58
4247, 89,58
4248, 89,58
4249, 90,58
4250, 91,58
4251, 91,58
4252, 94,58
4253, 94,58
4254, 92,58
4255, 91,58
4256, 90,58
4257, 92,58
4258, 93,58
4259, 91,58
4260, 97,58
4261, 92,58
4262, 93,58
4263, 96,58
4264, 93,58
4265, 98,58
4266, 94,58
4267, 90,58
4268, 94,58
4269, 90,58
4270, 95,58
4271, 91,58
4272, 91,58
4273, 119,58
4274, 93,58
4275, 89,58
4276, 91,58
4277, 93,58
4278, 93,58
4279, 94,58
4280, 92,58
4281, 94,58
4282, 95,58
4283, 93,58
4284, 97,58
4285, 94,58
4286, 100,58
4287, 93,58
4288, 93,58
4289, 90,58
4290, 93,58
4291, 89,58
4292, 90,58
4293, 90,58
4294, 89,58
4295, 94,58
4296, 92,58
4297, 97,58
4298, 93,58
4299, 91,58
4300, 94,58
4301, 93,58
4302, 94,58
4303, 95,58
4304, 98,58
4305, 97,58
4306, 94,58
4307, 93,58
4308, 94,58
4309, 94,58
4310, 92,58
4311, 94,58
4312, 93,58
4313, 91,58
4314, 91,58
4315, 100,58
4316, 101,58
4317, 93,58
4318, 93,58
4319, 100,58
4320, 92,58
4321, 98,58
4322, 95,58
4323, 97,58
4324, 94,58
4325, 92,58
4326, 92,58
4327, 96,58
4328, 94,58
4329, 96,58
4330, 99,58
4331, 112,58
4332, 92,58
4333, 97,58
4334, 91,58
4335, 89,58
4336, 97,58
4337, 96,58
4338, 92,58
4339, 93,58
4340, 91,58
4341, 91,58
4342, 92,58
4343, 97,58
4344, 95,58
4345, 103,58
4346, 94,58
4347, 93,58
4348, 95,58
4349, 99,58
4350, 95,58
4351, 92,58
4352, 92,58
4353, 96,58
4354, 99,58
4355, 98,58
4356, 91,58
4357, 90,58
4358, 90,58
4359, 93,58
4360, 91,58
4361, 91,58
4362, 92,58
4363, 91,58
4364, 96,58
4365, 95,58
4366, 98,58
4367, 98,58
4368, 93,58
4369, 95,58
4370, 93,58
4371, 93,58
4372, 93,58
4373, 93,58
4374, 101,58
4375, 99,58
4376, 97,58
4377, 92,58
4378, 92,58
4379, 91,58
4380, 93,58
4381, 97,58
4382, 93,58
4383, 92,58
4384, 93,58
4385, 96,58
4386, 92,58
4387, 91,58
4388, 92,58
4389, 95,58
4390, 93,58
4391, 96,58
4392, 95,58
4393, 94,58
4394, 93,58
4395, 97,58
4396, 97,58
4397, 95,58
4398, 96,58
4399, 94,58
4400, 91,58
4401, 93,58
4402, 90,58
4403, 91,58
4404, 93,58
4405, 98,58
4406, 108,58
4407, 93,58
4408, 93,58
4409, 94,58
4410, 93,58
4411, 92,58
4412, 97,58
4413, 93,58
4414, 95,58
4415, 98,58
4416, 99,58
4417, 98,58
4418, 95,58
4419, 97,58
4420, 94,58
4421, 97,58
4422, 101,58
4423, 92,58
4424, 92,58
4425, 92,58
4426, 92,58
4427, 92,58
4428, 95,58
4429, 92,58
4430, 93,58
4431, 93,58
4432, 94,58
4433, 95,58
4434, 94,58
4435, 94,58
4436, 94,58
4437, 94,58
4438, 96,58
4439, 94,58
4440, 95,58
4441, 94,58
4442, 94,58
4443, 96,58
4444, 98,58
4445, 98,58
4446, 93,58
4447, 94,58
4448, 95,58
4449, 94,58
4450, 91,58
4451, 95,58
4452, 96,58
4453, 94,58
4454, 97,58
4455, 94,58
4456, 94,58
4457, 99,58
4458, 95,58
4459, 96,58
4460, 93,58
4461, 96,58
4462, 95,58
4463, 95,58
4464, 96,58
4465, 98,58
4466, 97,58
4467, 102,58
4468, 96,58
4469, 99,58
4470, 92,58
4471, 99,58
4472, 95,58
4473, 93,58
4474, 93,58
4475, 94,58
4476, 93,58
4477, 97,58
4478, 98,58
4479, 94,58
4480, 95,58
4481, 102,58
4482, 94,58
4483, 94,58
4484, 97,58
4485, 96,58
4486, 96,58
4487, 97,58
4488, 95,58
4489, 97,58
4490, 96,58
4491, 97,58
4492, 97,58
4493, 97,58
4494, 91,58
4495, 94,58
4496, 95,58
4497, 93,58
4498, 100,58
4499, 97,58
4500, 104,58
4501, 95,58
4502, 95,58
4503, 96,58
4504, 95,58
4505, 94,58
4506, 103,58
4507, 97,58
4508, 98,58
4509, 95,58
4510, 95,58
4511, 97,58
4512, 99,58
4513, 96,58
4514, 97,58
4515, 111,58
4516, 103,58
4517, 99,58
4518, 93,58
4519, 99,58
4520, 95,58
4521, 95,58
4522, 98,58
4523, 95,58
4524, 93,58
4525, 99,58
4526, 94,58
4527, 101,58
4528, 97,58
4529, 96,58
4530, 95,58
4531, 95,58
4532, 97,58
4533, 95,58
4534, 100,58
4535, 95,58
4536, 96,58
4537, 101,58
4538, 97,58
4539, 99,58
4540, 96,58
4541, 97,58
4542, 96,58
4543, 95,58
4544, 99,58
4545, 95,58
4546, 94,58
4547, 98,58
4548, 101,58
4549, 98,58
4550, 101,58
4551, 95,58
4552, 93,58
4553, 100,58
4554, 96,58
4555, 97,58
4556, 96,58
4557, 101,58
4558, 105,58
4559, 102,58
4560, 97,58
4561, 99,58
4562, 97,58
4563, 101,58
4564, 98,58
4565, 102,58
4566, 99,58
4567, 93,58
4568, 95,58
4569, 96,58
4570, 93,58
4571, 94,58
4572, 94,58
4573, 95,58
4574, 99,58
4575, 95,58
4576, 98,58
4577, 95,58
4578, 96,58
4579, 99,58
4580, 95,58
4581, 95,58
4582, 97,58
4583, 98,58
4584, 105,58
4585, 98,58
4586, 96,58
4587, 97,58
4588, 96,58
4589, 100,58
4590, 100,58
4591, 95,58
4592, 94,58
4593, 94,58
4594, 97,58
4595, 95,58
4596, 95,58
4597, 95,58
4598, 95,58
4599, 97,58
4600, 99,58
4601, 95,58
4602, 96,58
4603, 96,58
4604, 100,58
4605, 102,58
4606, 104,58
4607, 97,58
4608, 97,58
4609, 98,58
4610, 99,58
4611, 97,58
4612, 103,58
4613, 97,58
4614, 102,58
4615, 101,58
4616, 102,58
4617, 95,58
4618, 97,58
4619, 98,58
4620, 99,58
4621, 100,58
4622, 100,58
4623, 98,58
4624, 96,58
4625, 98,58
4626, 96,58
4627, 96,58
4628, 100,58
4629, 95,58
4630, 98,58
4631, 96,58
4632, 97,58
4633, 98,58
4634, 97,58
4635, 101,58
4636, 103,58
4637, 98,58
4638, 99,58
4639, 98,58
4640, 102,58
4641, 103,58
4642, 95,58
4643, 95,58
4644, 96,58
4645, 98,58
4646, 97,58
4647, 96,58
4648, 100,58
4649, 95,58
4650, 98,58
4651, 96,58
4652, 98,58
4653, 96,58
4654, 96,58
4655, 97,58
4656, 99,58
4657, 98,58
4658, 98,58
4659, 100,58
4660, 106,58
4661, 100,58
4662, 100,58
4663, 99,58
4664, 98,58
4665, 105,58
4666, 100,58
4667, 101,58
4668, 95,58
4669, 95,58
4670, 96,58
4671, 100,58
4672, 96,58
4673, 98,58
4674, 97,58
4675, 100,58
4676, 99,58
4677, 98,58
4678, 95,58
4679, 99,58
4680, 108,58
4681, 103,58
4682, 100,58
4683, 99,58
4684, 98,58
4685, 98,58
4686, 105,58
4687, 101,58
4688, 99,58
4689, 101,58
4690, 99,58
4691, 101,58
4692, 98,58
4693, 104,58
4694, 96,58
4695, 95,58
4696, 99,58
4697, 99,58
4698, 95,58
4699, 95,58
4700, 104,58
4701, 101,58
4702, 98,58
4703, 97,58
4704, 108,58
4705, 99,58
4706, 100,58
4707, 103,58
4708, 98,58
4709, 97,58
4710, 97,58
4711, 100,58
4712, 100,58
4713, 100,58
4714, 103,58
4715, 98,58
4716, 105,58
4717, 103,58
4718, 102,58
4719, 100,58
4720, 96,58
4721, 101,58
4722, 97,58
4723, 98,58
4724, 99,58
4725, 97,58
4726, 103,58
4727, 98,58
4728, 98,58
4729, 98,58
4730, 97,58
4731, 104,58
4732, 98,58
4733, 98,58
4734, 98,58
4735, 113,58
4736, 102,58
4737, 99,58
4738, 99,58
4739, 99,58
4740, 99,58
4741, 101,58
4742, 100,58
4743, 101,58
4744, 119,58
4745, 106,58
4746, 97,58
4747, 97,58
4748, 96,58
4749, 96,58
4750, 97,58
4751, 100,58
4752, 96,58
4753, 97,58
4754, 97,58
4755, 99,58
4756, 105,58
4757, 99,58
4758, 100,58
4759, 98,58
4760, 100,58
4761, 105,58
4762, 98,58
4763, 99,58
4764, 105,58
4765, 102,58
4766, 102,58
4767, 100,58
4768, 99,58
4769, 101,58
4770, 103,58
4771, 105,58
4772, 102,58
4773, 96,58
4774, 97,58
4775, 104,58
4776, 103,58
4777, 96,58
4778, 97,58
4779, 97,58
4780, 103,58
4781, 101,58
4782, 101,58
4783, 100,58
4784, 97,58
4785, 104,58
4786, 104,58
4787, 105,58
4788, 106,58
4789, 99,58
4790, 104,58
4791, 105,58
4792, 99,58
4793, 99,58
4794, 101,58
4795, 106,58
4796, 102,58
4797, 100,58
4798, 101,58
4799, 101,58
4800, 98,58
4801, 98,58
4802, 96,58
4803, 97,58
4804, 97,58
4805, 98,58
4806, 100,58
4807, 97,58
4808, 98,58
4809, 98,58
4810, 100,58
4811, 102,58
4812, 101,58
4813, 101,58
4814, 103,58
4815, 99,58
4816, 104,58
4817, 102,58
4818, 107,58
4819, 102,58
4820, 101,58
4821, 104,58
4822, 106,58
4823, 101,58
4824, 106,58
4825, 104,58
4826, 102,58
4827, 101,58
4828, 97,58
4829, 97,58
4830, 103,58
4831, 97,58
4832, 98,58
4833, 98,58
4834, 100,58
4835, 100,58
4836, 103,58
4837, 100,58
4838, 100,58
4839, 102,58
4840, 102,58
4841, 101,58
4842, 99,58
4843, 100,58
4844, 100,58
4845, 103,58
4846, 101,58
4847, 110,58
4848, 101,58
4849, 101,58
4850, 104,58
4851, 100,58
4852, 101,58
4853, 102,58
4854, 102,58
4855, 108,58
4856, 102,58
4857, 97,58
4858, 98,58
4859, 97,58
4860, 109,58
4861, 99,58
4862, 100,58
4863, 101,58
4864, 104,58
4865, 102,58
4866, 100,58
4867, 100,58
4868, 106,58
4869, 100,58
4870, 104,58
4871, 103,58
4872, 101,58
4873, 101,58
4874, 100,58
4875, 104,58
4876, 101,58
4877, 101,58
4878, 101,58
4879, 106,58
4880, 104,58
4881, 101,58
4882, 102,58
4883, 97,58
4884, 99,58
4885, 100,58
4886, 98,58
4887, 101,58
4888, 103,58
4889, 100,58
4890, 102,58
4891, 101,58
4892, 98,58
4893, 108,58
4894, 105,58
4895, 103,58
4896, 100,58
4897, 107,58
4898, 100,58
4899, 101,58
4900, 103,58
4901, 102,58
4902, 103,58
4903, 101,58
4904, 101,58
4905, 105,58
4906, 102,58
4907, 102,58
4908, 102,58
4909, 103,58
4910, 104,58
4911, 102,58
4912, 98,58
4913, 99,58
4914, 101,58
4915, 101,58
4916, 98,58
4917, 107,58
4918, 99,58
4919, 103,58
4920, 102,58
4921, 100,58
4922, 106,58
4923, 101,58
4924, 105,58
4925, 106,58
4926, 105,58
4927, 102,58
4928, 102,58
4929, 106,58
4930, 102,58
4931, 101,58
4932, 102,58
4933, 102,58
4934, 105,58
4935, 102,58
4936, 103,58
4937, 102,58
4938, 102,58
4939, 106,58
4940, 106,58
4941, 100,58
4942, 99,58
4943, 100,58
4944, 101,58
4945, 99,58
4946, 101,58
4947, 100,58
4948, 99,58
4949, 107,58
4950, 100,58
4951, 100,58
4952, 100,58
4953, 103,58
4954, 105,58
4955, 101,58
4956, 101,58
4957, 101,58
4958, 105,58
4959, 108,58
4960, 102,58
4961, 102,58
4962, 103,58
4963, 111,58
4964, 106,58
4965, 104,58
4966, 103,58
4967, 113,58
4968, 116,58
4969, 135,58
4970, 127,58
4971, 101,58
4972, 105,58
4973, 102,58
4974, 102,58
4975, 111,58
4976, 107,58
4977, 108,58
4978, 108,58
4979, 112,58
4980, 108,58
4981, 109,58
4982, 103,58
4983, 102,58
4984, 102,58
4985, 101,58
4986, 127,58
4987, 200,58
4988, 112,58
4989, 153,58
4990, 113,58
4991, 123,58
4992, 136,58
4993, 129,58
4994, 104,58
4995, 113,58
4996, 111,58
4997, 125,58
4998, 112,58
4999, 170,58
5000, 108,58
5001, 107,58
5002, 110,58
5003, 101,58
5004, 110,58
5005, 104,58
5006, 104,58
5007, 107,58
5008, 122,58
5009, 120,58
5010, 109,58
5011, 110,58
5012, 103,58
5013, 104,58
5014, 105,58
5015, 114,58
5016, 123,58
5017, 108,58
5018, 103,58
5019, 105,58
5020, 118,58
5021, 115,58
5022, 103,58
5023, 103,58
5024, 107,58
5025, 123,58
5026, 111,58
5027, 115,58
5028, 118,58
5029, 114,58
5030, 116,58
5031, 114,58
5032, 107,58
5033, 106,58
5034, 106,58
5035, 110,58
5036, 109,58
5037, 107,58
5038, 109,58
5039, 105,58
5040, 102,58
5041, 110,58
5042, 105,58
5043, 105,58
5044, 104,58
5045, 103,58
5046, 103,58
5047, 104,58
5048, 107,58
5049, 108,58
5050, 105,58
5051, 104,58
5052, 108,58
5053, 108,58
5054, 108,58
5055, 105,58
5056, 108,58
5057, 111,58
5058, 107,58
5059, 102,58
5060, 102,58
5061, 103,58
5062, 105,58
5063, 102,58
5064, 101,58
5065, 103,58
5066, 104,58
5067, 107,58
5068, 104,58
5069, 104,58
5070, 105,58
5071, 107,58
5072, 104,58
5073, 105,58
5074, 105,58
5075, 104,58
5076, 110,58
5077, 105,58
5078, 109,58
5079, 105,58
5080, 106,58
5081, 108,58
5082, 105,58
5083, 105,58
5084, 108,58
5085, 129,58
5086, 105,58
5087, 106,58
5088, 108,58
5089, 113,58
5090, 105,58
5091, 102,58
5092, 102,58
5093, 104,58
5094, 103,58
5095, 106,58
5096, 102,58
5097, 103,58
5098, 106,58
5099, 106,58
5100, 108,58
5101, 104,58
5102, 105,58
5103, 104,58
5104, 110,58
5105, 112,58
5106, 104,58
5107, 113,58
5108, 107,58
5109, 111,58
5110, 106,58
5111, 105,58
5112, 105,58
5113, 108,58
5114, 110,58
5115, 105,58
5116, 106,58
5117, 109,58
5118, 110,58
5119, 107,58
5120, 108,58
5121, 104,58
5122, 103,58
5123, 107,58
5124, 103,58
5125, 103,58
5126, 103,58
5127, 106,58
5128, 108,58
5129, 105,58
5130, 112,58
5131, 106,58
5132, 106,58
5133, 105,58
5134, 104,58
5135, 107,58
5136, 107,58
5137, 108,58
5138, 105,58
5139, 108,58
5140, 107,58
5141, 111,58
5142, 108,58
5143, 107,58
5144, 108,58
5145, 107,58
5146, 109,58
5147, 107,58
5148, 107,58
5149, 106,58
5150, 109,58
5151, 111,58
5152, 105,58
5153, 104,58
5154, 104,58
5155, 107,58
5156, 108,58
5157, 103,58
5158, 104,58
5159, 104,58
5160, 107,58
5161, 105,58
5162, 104,58
5163, 105,58
5164, 104,58
5165, 108,58
5166, 104,58
5167, 106,58
5168, 108,58
5169, 109,58
5170, 108,58
5171, 105,58
5172, 107,58
5173, 107,58
5174, 106,58
5175, 111,58
5176, 108,58
5177, 111,58
5178, 111,58
5179, 110,58
5180, 111,58
5181, 107,58
5182, 108,58
5183, 105,58
5184, 105,58
5185, 102,58
5186, 102,58
5187, 104,58
5188, 106,58
5189, 104,58
5190, 104,58
5191, 104,58
5192, 103,58
5193, 112,58
5194, 104,58
5195, 105,58
5196, 106,58
5197, 112,58
5198, 118,58
5199, 106,58
5200, 107,58
5201, 105,58
5202, 105,58
5203, 110,58
5204, 115,58
5205, 111,58
5206, 116,58
5207, 119,58
5208, 112,58
5209, 106,58
5210, 116,58
5211, 116,58
5212, 132,58
5213, 175,58
5214, 137,58
5215, 154,58
5216, 120,58
5217, 127,58
5218, 131,58
5219, 121,58
5220, 127,58
5221, 132,58
5222, 116,58
5223, 114,58
5224, 110,58
5225, 114,58
5226, 121,58
5227, 115,58
5228, 136,58
5229, 182,58
5230, 131,58
5231, 124,58
5232, 166,58
5233, 138,58
5234, 131,58
5235, 118,58
5236, 112,58
5237, 111,58
5238, 113,58
5239, 118,58
5240, 111,58
5241, 113,58
5242, 116,58
5243, 113,58
5244, 111,58
5245, 111,58
5246, 112,58
5247, 126,58
5248, 107,58
5249, 108,58
5250, 107,58
5251, 110,58
5252, 109,58
5253, 109,58
5254, 108,58
5255, 109,58
5256, 111,58
5257, 109,58
5258, 108,58
5259, 110,58
5260, 112,58
5261, 111,58
5262, 109,58
5263, 110,58
5264, 109,58
5265, 114,58
5266, 109,58
5267, 111,58
5268, 110,58
5269, 112,58
5270, 112,58
5271, 111,58
5272, 110,58
5273, 110,58
5274, 116,58
5275, 112,58
5276, 115,58
5277, 112,58
5278, 114,58
5279, 115,58
5280, 130,58
5281, 125,58
5282, 125,58
5283, 110,58
5284, 114,58
5285, 127,58
5286, 113,58
5287, 116,58
5288, 119,58
5289, 115,58
5290, 110,58
5291, 122,58
5292, 118,58
5293, 135,58
5294, 129,58
5295, 124,58
5296, 114,58
5297, 114,58
5298, 116,58
5299, 118,58
5300, 123,58
5301, 119,58
5302, 116,58
5303, 117,58
5304, 139,58
5305, 119,58
5306, 114,58
5307, 116,58
5308, 113,58
5309, 114,58
5310, 113,58
5311, 116,58
5312, 116,58
5313, 115,58
5314, 111,58
5315, 111,58
5316, 111,58
5317, 110,58
5318, 110,58
5319, 111,58
5320, 109,58
5321, 117,58
5322, 111,58
5323, 109,58
5324, 110,58
5325, 113,58
5326, 112,58
5327, 114,58
5328, 112,58
5329, 110,58
5330, 116,58
5331, 110,58
5332, 111,58
5333, 114,58
5334, 118,58
5335, 117,58
5336, 115,58
5337, 116,58
5338, 115,58
